866333027743440,45536
866253020166896,56373
868145027548894,84090
867031020270663,69444
A00000387CE6B2,39181
354594060583394,60932
867995020315324,16140
352956067171055,76292
a42c0067-4d3e-4c8e-8f42-9fedaf5e0e7e,34369
86264403270316,81233
868525020520513,73927
865206020453574,50453
352514064967528,13356
866229022881138,13185
867863020541234,66570
866475026314291,12209
A000005528F598,58303
865401022150662,22446
864264028109251,63512
864978023168976,62690
869609020569255,55195
869872010113449,24223
4E824063-E7FC-4D28-B271-50B560433394,7064
860241037285664,32127
867110027219038,69607
869677025258448,6148
358584052136679,87542
A100004AF274E7,56757
864774020102153,69350
866568024558701,87308
9ee4defa-e58e-4334-b4e1-d7777b2dbe5b,8498
868017029307928,38028
869117022564654,62497
865978022466339,51299
355795059403911,17809
359357054172243,49276
99000639157618,72128
a000005e309ab9,88813
868146025866098,18156
862872022440993,75379
867266026576099,29396
352956064720219,81294
865020022045142,21240
865411011542126,63678
864989024693284,27575
860938020428736,73956
622AA82C-1303-4DEF-BD58-AA54A2063274,6411
A10000563B8E1D,10027
865166020510676,48242
861054035589295,33627
869800025369987,15033
862726017129401,81840
356629062961814,3719
863170022173279,50204
866835022781258,33532
865370027347534,44832
358686072043932,56688
864545024873951,87873
865082021882255,78044
A1000042296390,3643
A000004E100AC82,2986
865978026616913,78766
861029030045345,87298
867256022591366,32729
A0000047F5E5CA,67569
867265024217029,71377
868188010598237,8157
866165024268363,25741
868433023547460,82685
357556061464673,40017
864011023035480,88998
863861025153355,74741
A1000037D610CF,78806
8325c64f-3f0b-4c00-8e02-63bab7da7df2,15986
357523057499139,46022
866571022340817,63105
867053025634115,49137
99000652022899,57642
860635020001014,43347
355848062038354,21284
355848062102366,15555
868026022464560,66872
865175029553975,3473
A000004821FD79,45103
868046026618987,88566
863388024789591,18936
866022026358959,56242
353688061369042,27954
865978027284521,73697
867578029886386,64558
862886020048509,88449
862413014284352,67823
866170022831717,70888
867392020830179,14016
862010027135975,54178
861451035955171,22440
869372024995931,11041
A00000599B40CA,24326
690582623470763,36609
858561020028894,81617
352824061919970,40658
869160022204665,2689
866759026492631,67121
867026027791984,28450
937185a4-66ef-4f00-bd0e-5fc47242e9fa,7304
8fd882fc-b760-476c-b397-5ca72b204de2,7790
864976025151610,53245
865959020890258,6418
2d5d3f51-8019-4e78-80ea-917b09136f46,77599
865978021333720,23550
868720020248708,40225
351617062325200,45767
868826029251625,28695
356261052258009,85589
865737027885491,26924
864160025180917,52076
866331024045553,80347
354779068729145,3429
EQY4C15902001164,8410
866422023825135,81068
868431020161962,17413
863562025514279,67978
865899027841591,62311
354236020020873,83850
A100004670C15D,27071
359950061208883,37801
99000560177267,741
866940025041898,4342
62e1e888-b496-4e6a-a0a0-fa70aa1e3377,66022
869716023359657,57330
861075032400657,20885
A00000564340D2,78980
c90a93f5-b58e-470a-9983-ffa6ecb366c4,31173
864545020362702,73098
866165025828892,25474
867053020396652,80061
861337031044997,69799
863982020998311,36246
868092022806226,29498
A000005E3F7BFF,57192
868790028863600,21307
DBD5B0AC-D991-4669-8953-CFC8067056D9,81368
850765001055663,55594
864186020085249,34374
865327022097027,59047
864178021406565,72582
865174020767494,85609
867255025217805,21896
869585016748899,36724
A000004FDE3575,67337
867490020327206,44549
352203060470469,81007
862059010433319,20581
868271020379879,49282
355251057833618,2435
865163023439540,78943
867021020628432,84685
1f2cc4e0-2d2f-4377-b23c-717991dafed1,78621
867561020222785,75823
867066029331546,60908
353232075557019,3316
867909020307074,64171
5f8e487c-06ff-4ff8-bfcc-355555e0ac71,12225
A0000055961558,52274
2447d6cb-fd2e-4981-8247-0782e39ab7fa,5374
865815022563535,80240
a000005e309ad7,12341
864792023331835,63820
861079036380915,47982
867792023270089,77048
861078037988932,65658
867021020698310,63529
865173020727755,24375
35245206774620,863
358142035053303,34431
861720037498558,74813
863918020009410,89358
23481C18-CF10-4B5E-8214-18429650B0B7,26190
36BA8B84-8496-4DC1-A945-6448D9E16F3C,87218
866475022593419,2066
864545020592381,4157
863551026849586,82302
862395140174955,74032
866165022723476,68825
864819024586727,68326
862010028095616,25082
868192023502301,50726
868529022367188,79538
358761642315256,936
357784058730415,15594
354779064551550,41061
355471061088872,32977
866980020584773,26409
355324060696635,7078
866531021140162,16418
860312026853067,49104
866328028945770,15969
865175026543516,55305
867628025959883,73731
86658702159826,61687
863730020466320,49515
A0000044AA8B95,57407
866938027896590,3885
863973020167346,41563
867677026692928,52540
869677029836801,58222
864566020834888,24784
860733039831552,20418
3e0d2f5b-6865-4dfd-b6ad-9087aed3b26d,24684
860205033173380,83115
353308077390185,78993
830240000047272,75007
866394023473150,3878
DD71EE2A-FED6-46E6-AF38-4D02F02509D4,42466
A1000042169FED,82221
868510020478748,28281
864572010817230,71654
867756025464628,13415
352239063121089,77231
868612029332213,54695
864279026663562,73774
99000478550448,33547
867048028616309,38010
866583020072128,47335
99000469311166,5378
865267028794781,36827
869160027726225,17256
865872020044232,42847
352219071038434,20897
A1000042927999,84663
865872026263190,12906
862537910057981,29858
057807942989005,36397
865586020945152,756
867992027183581,54276
866826020955838,24252
a0000055faf2db,21453
865800028800479,84340
353300068885976,22506
867450022257637,34969
867575025270128,37537
866624022587802,83181
869043022562102,49664
866724029844337,49343
99000556739999,59907
869296025463534,4140
863010026292073,15480
862029023620624,33601
78fb8a03-2591-428f-a104-777465f67bd2,1730
865199010699435,48965
866422028113040,10627
fc98de39-bb7e-46c5-ba49-2aa933ab12a8,15128
9d0060d7-7485-4d3e-aed5-222dcf158f41,12408
356114060877791,53880
867064029279518,88714
869558020830847,27742
867640021078287,38611
860858032931156,22611
864908020173034,33909
864620023665631,34050
863758024552449,85291
860230033329444,64844
869611029579954,30125
861470220069937,20383
63fb77b8-238c-4d0e-bac9-ae19c6d6d0ff,31302
357092060679673,85121
869315025303662,16124
860103020656204,87554
867483025584186,70131
863473026945217,76413
A000005E810163,86629
869557026837475,80421
865132024340205,20738
865951027279932,5104
353415062822690,34263
868612025214647,23240
99000562014518,88999
865587023385875,52952
07D42B26-A58E-4C7A-A9AC-B03699699DEE,79828
867711022383545,26384
3aa718b3-157d-41f0-b870-de79e1b85882,36507
BF74AAAE-07E2-44DE-8171-61C898164623,77136
868801020018364,74792
866962028154601,31441
358811075554350,74977
863377024969980,13221
867567026675892,56711
869573022045963,42983
862186023666450,47263
860947030285895,80489
353401063792561,32819
860162033437275,4670
868264025220172,25747
A10000420F11FF,86547
867112024454774,26488
357143047560872,31183
869938029371391,49980
861554000630719,86881
864602020441844,28675
867640024029410,76392
860080030640032,55558
353919026890693,7990
865040020760971,26073
A00000555C9BBF,79874
866469026008755,85268
C1477D24-6F6A-4F43-BCEF-3013B01BBD86,69395
871F366F-7516-43A7-8990-26537CA8BD9C,64608
866963029551852,52929
869043024217283,46270
863046028875671,86901
865052020016072,52117
869130011383242,24923
858601003153283,63138
A00000499FFD0E,88805
863921012690361,55785
194D8662-1CFD-4C21-B8EB-E1C94860803E,37630
861451039752459,53883
867026027752853,80872
975a99e3-0901-47e3-85f7-ba006877073e,31930
867168020341571,71274
869598024440128,27660
869085023268429,59983
A00000388267D7,82246
86200703507229,62078
866499025338879,83577
860716033608340,63417
868964020868434,62364
863583029173714,66601
869139021168972,50175
865030020157880,85870
866696020409809,58415
860623029612973,34534
863655000553500,7997
866939023328539,80643
866165026670574,56694
A0000030AB8A11,35484
863042025227842,89796
869633021207723,35366
99000875255400,82982
99000476921808,83872
a000005509c340,11145
355009078227974,89844
A0000059E34CE9,85936
352465062018196,43919
864836022438776,16765
869231026439407,5257
A0000048024C30,9984
862555023165699,48479
865978023265714,66626
863784028560592,7773
A100004E58FE48,28842
358766062046663,76979
863756026217417,61043
868406020048054,9301
864757020085908,61751
355066065441562,28960
863756029918516,73886
861005032435981,89717
355009074621782,40384
A00000557E353F,19042
cab6bf0c-531a-4066-a036-8ff5a43d57ec,7088
868773027404527,79503
866573010213766,25371
352266059658030,42556
865714025201930,75615
865182022581565,52365
352204062078615,4426
864520025509433,28109
866856024472613,79492
866798026521734,29291
866446027318235,83641
868092021365380,12431
144064a8-9686-4b4c-8c0e-d346d421c0de,1812
353617056825940,73195
867798022134069,9340
868349020095040,26430
A0000048759EEE,44112
861726039201031,21823
866656023205927,54385
358108063039654,36804
864567026757156,77050
863797020050172,34332
861309031249470,75349
911316250518410,62249
865731021794668,9517
352493061128220,41615
7E0CE699-185D-4E90-B87D-DDF95E1255B8,24106
863399700025556,10735
865293022219476,86579
865825029574138,33435
861790032683454,16417
354337060707112,46592
866361025785832,84689
868317010671807,121
860308027449293,6328
860192030289429,5977
869296027341662,67558
868088024097772,22111
860792030228051,53318
99000554816614,85580
BDB21481-41EF-4480-99CC-345AEF233DA2,23178
868746022912025,1191
863978025074629,25277
861918036803188,74045
A00000497C893C,24330
865678025132074,4605
359911052111676,57123
A00000551973B5,30751
868014028451518,86529
865166029504340,80507
359795043797028,25264
A1000042706706,74914
865175029838269,31303
860623023220005,42609
865164026009967,24616
866125026781599,62533
869906020084412,34016
865568025905589,71447
99000456393299,57464
869480020012252,61712
E4200594-3E3E-4912-BD15-909848FF69E6,16963
e32cbca7-f8dd-4f97-bd13-7c950fe05435,70306
865877022593037,37641
865192022277510,23667
861888033053568,84204
868391021310432,49232
99000457180412,59920
864545020236740,2403
866947023420347,27172
A0000059B37B45,88274
867998024240662,77692
99000474695662,40133
353347060509617,71973
860267035665961,70143
a0000055fdee14,49243
354273054068494,7177
863930026781991,870
358867050085489,23267
1a33a9b1-e44a-4aff-84ee-12b7d1f49b5e,77512
A00000593A439E,15424
865166027907669,21086
353925064760029,23210
fdb9922e-8f56-4cd6-b1d6-79ee73c08bb4,24949
868271022677502,62669
864502022031132,74336
99000645446644,84829
867112026955349,67035
032965d7-412a-4ed8-b026-638d75b3d849,10262
A000005E04A7BB,77530
355310047528678,63651
867001026236216,83904
359899063201166,56637
866462021831701,54767
869381022855237,29351
A00000457BB1AF,67125
866401024154380,11178
498FD728-59FC-404C-9436-A9364B69752B,75317
A100004232F3AE,14078
35264506229174,77092
866642026702185,11304
867248020599293,87744
152C351F-EA23-49B0-8821-2364A52F9BA6,81336
861054031852721,73823
864805020107196,70597
869636024704844,78628
869906023010265,48200
A000005E8076B9,66587
867055025897808,25533
869300014095586,59469
869526026107239,60027
353925063310743,4553
868102022174903,8369
868912022557224,16560
868403024614098,19537
358198053497954,32230
861820612002123,54814
860635039151966,22637
867620022438029,82431
FF5FA00F-B222-4905-9277-2B69BAB71F08,5488
866601021024466,67177
A1000047E72CFE,16277
352787060358096,76246
99000579787962,2128
865488022025853,610
866696028766895,69645
355546056776209,15821
864147010173510,4288
BC5C3236-5E28-4D2C-9E4D-1D3590E3DD9C,427
868420020748100,13078
866172020132775,85167
096ea921-1301-4e6e-b5b4-6991c998997e,23642
860482033212332,52797
861141037742103,41144
353043050016610,44160
AAADB08B-D50E-4700-B550-70C86BE80590,14239
354358060194697,36403
865773029415482,50464
37bd1f35-c29f-43fc-b90f-2467edac72e9,71823
869609020831812,20627
868256020550231,70421
a000005e093d3a,67454
865951022100265,1086
868227029089463,6512
867600028538063,87256
865217011089566,26512
868152021327218,30064
dbedea27-4be2-40b8-b478-641d7400a3c2,16590
866960029949383,15167
863352022852967,42706
8D730DD7-3E76-47DB-8DBC-9E141CE5FADC,54196
866328027404696,49417
867575025640163,27339
35460207508521,11162
861270039902942,65272
21ca191a-e689-4e55-9faf-a4b97fb61dc9,12181
865039028226084,23972
352562074051114,12574
868190025816588,5159
99000559870244,41275
357442058140990,23540
866084020235237,7388
863777029142832,6167
869095021128129,25072
869373027670745,84545
868092029654389,33272
a2711535-7663-4d27-9a16-d561e6dd627c,76031
865568026341578,48080
866089026822821,11567
865931024258493,85893
866373029305285,40258
863155021880750,72778
868814015794139,67372
869633023405143,10858
860485036993501,77731
d8c19e36-f6e8-4e86-825b-22b2af3c01bd,22313
351702078876287,75506
869296023031598,63264
868853027868465,82334
861078037859414,19654
a0000055e4c5b4,57264
865538024131388,60120
865919013039305,50908
865813021989900,210
A100000D91DC44,33817
867677028302369,38710
867628024145666,34225
2b8bf214-43d8-4976-8939-f638eece8d6e,25002
A1000045687C7F,50067
860394031850791,84406
A100004AF2302B,2649
869716027182139,70670
355698062359205,52029
43555AC1-8E2B-44C4-BE8E-5F370DCA0AC6,2977
863653029805043,33065
A000005529034C,66712
864103029540819,85801
866574027125464,38058
99000558173602,52109
A00000590A98BA,58955
8169adfb-0ee6-423b-911d-fb45f098231f,13503
A4DE5B12-8FA3-446A-AD2D-727205B1D7A5,8509
866945021871750,22546
864848021027682,11679
867393000191834,46516
869357020479857,17679
861142037669171,83587
865773025914496,86915
867168029470686,17346
860954028436597,71340
35734607062023,74484
864279026167309,23651
865300020109573,42042
351702072147222,19742
867886024623658,4757
860806029067252,81445
359956063063598,48106
352105065011174,38587
866374028227967,45152
A0000059B28179,82747
867909024474664,73551
863469021605533,64561
353712055100435,25049
867922023707026,39137
868617023451737,78342
866473028426510,27708
99000645136693,31733
358016064218096,51351
864048017097894,28759
866989022558644,26971
868153020203632,5937
864860022029849,42770
861411035772091,36082
869340021112685,29499
865454027642373,16726
865305020495641,34347
353401060074310,44718
866759026895072,61286
867659020279126,76806
310B7556-C060-406D-829B-26AD79E2C818,52018
1932b13a-4226-4109-920b-d8e877a51440,4518
868964020244099,11445
861079036411637,60061
359596066567359,82735
EB1B4AEB-4843-499A-8182-4822146300F8,38818
865525021735386,30428
869906020515357,40893
869803024593524,71688
864717020089821,17667
A10000497230DD,46391
353925065673908,19017
866907020048822,75759
864323023370456,53797
866299024013378,54155
869321020447587,24042
36b81f94-03c7-4c92-8afb-42d0cb701d75,33788
867993023434416,64374
863723020649680,25342
861561013341325,81607
869354020356276,68079
863205024742075,68196
8104d99e-5d4b-4238-8d80-99fe94debc88,56139
864510027451361,52008
99000558689792,28816
355383062776431,4074
860618020543565,14992
865773025915691,32623
861533033286368,17061
864855024489132,25809
862377020358155,20449
866229026946960,52534
f84a09ee-15fd-4b2d-99f8-1fced37bb12e,1555
A10000431D0F95,27770
861297030697064,8598
868897026410357,26096
355888050383727,28682
860622000619270,6034
866048022659199,53543
863469021605590,9334
867002026131449,17510
860268036448548,48700
358080053243341,11568
a0000055a82846,52954
863396020103014,7463
18421239-3EEF-468D-8334-5FDA1A8EBA7D,15026
354778061972769,23298
5bc7c41f-05b1-40d8-872b-8190f2a2dfd2,40819
866580021583392,45674
354192062144743,57955
95ad6154-b7b8-47c8-8ad9-5f7d9de6abf1,39777
867676025027383,88874
868967022824149,79767
869070028117169,74359
861681038827262,62239
860590030087034,64648
866570020336454,12250
860227012204150,66948
866928020599630,21903
357095065182122,56919
864938028098081,31493
359209021631456,710
359901054418492,6536
861720038219425,69682
865814026505048,31081
867677020281769,63047
867055027418710,51348
868145025163704,50852
355896053014009,7657
863227020156761,30289
861401010864476,67029
353688061922097,58935
5b238937-88e5-4478-a7df-c7dff780f67f,53561
865636020113548,50179
A0000055A25445,11231
864566029026734,49127
866550021415614,52802
867575028875543,23497
20589cb1-29a9-4389-a995-3156457ef312,64314
354910071439949,29241
866479025866699,62368
357747057127198,28443
861516039167286,76376
866597020679013,12124
869911021145808,85568
4541b1df-8ac7-45ef-a8b0-cf2194d64933,22821
864178023665457,66725
865300022867178,28310
352956066120400,34266
860842024348181,53197
862603150034302,47302
860923026812562,70283
867757028337258,69598
354236020048734,35921
868088021601428,85074
353254060410251,68337
869257020604290,51469
867798022389838,16503
A1000045503A58,42971
86789F17-8287-4E99-A171-BCB70FD86DDD,40219
865300020938047,76692
868088010590632,33165
866625024660828,33873
866361021385546,19115
861271032620283,77343
869411023470825,64571
A000004E9A5420,41541
867362020180606,72368
860205026050355,15742
A100003A89D6A5,5490
357777050380502,21179
864960021790084,22845
867676023384380,66510
867922024910314,16501
865021021217401,28553
869954021838477,38654
862123032819937,88096
A000004F6BF5AB,43684
866475021912636,27026
869410028978568,10688
864150024510099,522
864011024057541,58171
354016056134016,53594
865529027771270,27885
863930026012819,61520
860901030245888,89456
358871060803196,791
867051022895200,29117
866656027542085,63413
865369026293640,54051
B664B376-0051-4666-A090-75A241CC3734,54076
356829058904535,72658
864520023920558,5767
862020037252561,83492
865829021048646,59652
354236020092054,50814
866642027153412,54694
860797033818618,59583
359596065864286,12735
93d6764d-8f71-45a4-a722-25e64bada3f6,46920
865386020379845,22192
f90bfb8e-b915-460f-bd28-adf9e51bad77,2274
865698020459231,69372
353405068722317,60886
868618021428438,54537
358108067559962,50140
96221836-13C9-41F2-AA29-40EAC0B2B3F9,26710
866908020241680,77594
867265021931234,1986
354782060772154,25464
869954023067620,47700
867376022745034,76705
351910055269224,36708
863230021468474,60152
864518024200400,27947
860842022681682,28914
865136023846518,47379
A00000563C10A9,47961
868752024236801,70438
233ae40e-7044-4036-9d0b-b899f93579e5,83180
864566023272417,30632
866240010292220,35201
865877029538803,75004
478423af-6479-438c-be1c-453e6f712e8d,80703
867677022908740,41900
865377027754619,89320
864689020135575,57599
868583023609478,5526
99000563677576,64425
868092025130442,77350
96f3ffb8-3c8b-4b48-9460-6f7b92603ab4,24527
A00000552B9184,85903
94078F42-92EC-4924-B371-F64953908BA4,3271
868897023004203,8543
861483032974681,83356
869678024864285,76739
860294030904799,17705
117174153111111,79240
A10000453E0A58,73609
867018020294660,31709
869911022189961,45034
99000774494730,83107
865655025179362,87690
A000005985A0A2,57417
A0000055A520D5,14708
866331028507723,47013
359942070582416,83222
866600021088323,55324
865863021604280,72908
860275037472492,77337
9d61d84b-552c-4988-b462-2bc2f2f92ee4,25212
358584059845116,81112
86996902712505,81010
A000005910F21A,53277
868138010438835,13470
869054022768755,64554
864678020945802,37947
A10000563A196B,39526
867851026533388,35764
356001074300755,76290
865978021208583,23507
868510025898932,50701
868617020325710,80785
353661060414606,7287
352562079419050,30395
770B66E1-B643-4489-97F8-CE7016030FA3,54506
7867e13b-7c26-44a8-a6ba-f4b1c3387257,78683
352956068122750,13676
A0000059FF2DA1,31280
860774030037377,74883
866122020001041,74084
869070023661989,47365
868145024684171,63018
869185021175798,13461
867575025095285,8160
863880029269207,45758
353918052138498,32926
866722028026062,44810
867469021032676,11963
858648000247030,35019
867200023184573,40296
67394e1c-5adf-47c4-a824-ae23f6d3b376,80393
867628025862335,64895
861353036461698,28217
865978026622754,26734
868089024092961,85632
BB55E619-74FE-466E-A888-6247C80EDECB,75951
868403022059247,53406
863605510060579,42595
355698061048312,3980
866445025610270,70742
869803027985834,48674
4a68741e-52a6-4477-a394-49e4d577637f,62655
A000004FD945C0,42364
866925022411194,51530
868617027399080,33980
860859020079446,24231
99000561481833,47288
867001023286883,42617
354039071041784,64756
867640020401654,22108
358182063508752,21321
A1000048AC1183B,1011
3a7adf21-bda4-4889-914e-e8c480fff572,17598
868362020440082,50226
868911022461502,59988
99000619079399,31156
860395031607388,87447
866170021821826,89487
358695072530749,82879
860638020201857,82452
ed89ee93-8456-4e28-beb2-aa3bcf488f0d,11416
99000557766487,37277
861379032756005,76964
e02c4bee-a203-42ac-88a4-ed076caa23ac,19082
860226018411868,80129
861743032101894,83608
865877023105203,52463
357932007020244,55171
862231037110838,62398
866960023907163,78123
357143040509165,20774
869021027194501,37171
861118025530526,28615
860719030077477,68546
D52F3439-47A5-4729-A462-F383645ED133,53122
868699020780250,72976
865062023382041,13008
865183020981088,612
868013029485285,75973
860774035063071,34160
866954021821948,60419
860267036203176,5163
864732020909332,78356
866789027833434,41918
357755072482639,82497
150411CC-A62E-4524-A6C5-C9144281FC18,73862
867228029334728,20643
864181021494052,70674
864178022574700,67669
869301020187433,58838
863861010054055,16535
864981022336362,8071
A00000595FCF7C,8737
864283020018526,38901
867070017374856,33983
A00000337741F3,55091
0d2fd517-90d8-4fd5-a691-af387a865b96,25491
868256025865915,40179
356131053455229,82780
865180020203083,8114
C4068600-5F38-4AE7-8E30-083EA0CF9F13,74444
868617022156527,68608
861136020615746,30487
460FC447-84CE-42DD-A755-6EAF9E34094D,73041
A000002FF09327,5799
352746055189775,7292
869275017547165,37861
866327021860812,18493
352051052858112,8910
864545023320897,77021
351623060320169,48816
865041022095044,67597
866600020751855,27620
867641023158168,62021
92e3133c-0ac4-4d73-85c7-d2e4ff0a65bb,9426
869763021665206,74356
6dca8b9f-0c5e-44d7-9348-6da396ab3284,22355
359776056182118,17294
866722026382830,47255
867389024818485,53688
868790027203378,60668
868433027904956,8727
358766068696800,52511
861522030205109,81550
869637027070902,15918
356507059351895,52216
866697029813892,71673
1907c025-9aef-4878-af25-e327c0b59c60,57496
868062022260484,56374
862251020453284,33245
353922056183427,73665
867065021181453,2125
359357053554391,42605
868679027882606,21046
860784030092777,43790
868089022158038,42027
860077036574819,30090
860965032543442,57870
867711021795640,17307
868264021861193,69107
359850050725048,20495
355967062541777,41335
866365018042598,41591
358574051218370,86242
353661060749175,31394
a000004ff9d57a,88981
862191017015284,4358
861472033485755,56630
359950062031706,7253
865720020126089,3831
869717000341716,53455
865502010521929,13571
861188024109200,25633
866641023927985,84547
869159023150208,75707
352203062189513,70220
354779064587505,61344
868409020025650,41780
99000660536816,72967
866761020063830,87689
a00000550f5dc4,29749
868998010184287,71598
869265026860477,4883
865911027002254,21959
A0000049BE428C,53119
866261023084503,67265
A100004812CD51,70372
868897020454385,32355
865182024249013,30481
861918031121198,59501
867064023789959,46994
866968028962547,75262
867120023304759,67315
860573035528517,80727
866597020654982,80259
c9a25e38-1290-4abf-abf3-3c2cca70b3ad,43484
867793024903298,52850
355066064403555,34696
869611024847398,55975
867929010313957,85770
864567027220584,89049
860482038035076,9617
866819025318888,80368
868436024769892,4151
A0000048323BEB,50343
863010027115117,5580
867064022634495,44654
1D116C51-5885-43F1-92FB-5080806C891A,69815
99000471425526,45052
860709036472277,82066
866170022763480,17806
868720020378893,80029
862142034289055,60510
866328025794809,12963
351725008062983,5607
D7D45BAE-6D32-4E20-A539-B1864517024B,80220
869430020225438,179
866693029111668,18352
863473026157540,33342
867064023006172,53578
867323027694346,19502
866058021744496,48232
863034020420670,56254
99000739011455,6937
862663027101460,64864
a0000040c284c4,61195
869021024699817,43809
862823022003083,22581
359950063451200,71142
860463022179062,17981
866125021451313,27298
866290020395190,45449
861613039539091,81235
862354010172243,29542
358766991464948,62729
867021020682462,83226
868536020735910,33855
866401022795259,65686
353771073100553,85519
862873024968072,14503
A0000059CCF48A,53910
76e2c7b7-797f-41e5-a8a3-fe01433eb60b,5753
354728073127357,70554
867514022886313,6460
867101020260079,88843
9FAB19A6-02A2-4A7B-99CB-02D7A63ED314,32903
357457044448513,52169
866486029093857,52210
99000562977192,26820
865696020210752,67802
868928020816917,40479
358766067258297,83122
824951600215451,5146
867179022780955,34227
a071cd06-47aa-41bc-bd2d-1b041122d458,61136
358409051952688,10501
A0000055A29710,54002
861344028062594,56586
990005024181779,85765
867357024324630,50810
A0000055EBC635,88889
867275028376184,37608
867581023656458,38912
865010520067797,17383
516871cb-8358-42fa-a64a-b0f9672d6b56,71314
868568024553445,63574
863840026259601,10219
EC807993-5645-4881-9E4E-3FB1380B21D1,74703
866907022239700,52693
866007023199142,10855
867030020605316,36643
860241030412380,64884
860777030812939,51084
353415062357762,12117
860901038222020,58522
A00000590A9835,15475
862240022877624,74086
867495001703085,49474
a45c431d-1ba0-4456-9b18-1833511e42f1,75159
865370022583547,51803
862467035670155,74182
352956067744109,8479
A00000557EF34A,18635
866594022965029,56099
